painting_id,motif,weight
painting::Artists2/Jacob Jordaens/Portrait Of A Gentlewoman.jpg,female-portraits,1
painting::Artists2/Jusepe De Ribera/The Old Usurer 1638.jpg,female-portraits,1
painting::Artists2/Jusepe De Ribera/Girl With Tambourine 1637.jpg,female-portraits,1
painting::Artists2/Jacob Jordaens/Portrait Of The Artist S Daughter Elizabeth 1640.jpg,female-portraits,1
painting::Artists2/Jacob Jordaens/Portrait Of A Young Lady 1638.jpg,female-portraits,1
painting::Artists2/Jacob Jordaens/Portrait Of Magdalena De Cuyper 1636.jpg,female-portraits,1
painting::Artists2/Jacob Jordaens/Portrait Of The Wife Of Johan Wierts 1635.jpg,female-portraits,1
painting::Artists2/Jacob Jordaens/Portrait Of The Painter S Daughter Anna Catharina Oil On Canvas.jpg,female-portraits,1
painting::Artists2/Jacob Jordaens/Portrait Of Catharina Behaghel 1635.jpg,female-portraits,1
painting::Artists2/Jacob Jordaens/Head Of An Old Woman.jpg,female-portraits,1
painting::Artists2/Nicolas Tournier/Company At The Table.jpg,female-portraits,1
painting::Artists2/Nicolas Tournier/The Concert.jpg,female-portraits,1
painting::Artists2/Nicolas Tournier/Drinking Party With A Lute Player.jpg,female-portraits,1
painting::Artists2/Jacques Stella/Portrait Of Jacques Stella And Her Mother Claudine De Masso.jpg,female-portraits,1
painting::Artists2/Jacques Stella/Clelia Crossing The Tiber.jpg,female-portraits,1
painting::Artists2/Jacques Stella/Semiramis Called To Fight 1637.jpg,female-portraits,1
painting::Artists2/Pietro Da Cortona/Study For The Age Of Silver.jpg,female-portraits,1
painting::Artists2/Hendrick Terbrugghen/Woman Playing The Lute 1626.jpg,female-portraits,1
painting::Artists2/Hendrick Terbrugghen/A Luteplayer Carousing With A Young Woman Holding A Roemer.jpg,female-portraits,1
painting::Artists2/Hendrick Terbrugghen/The Concert 1629.jpg,female-portraits,1
painting::Artists2/Hendrick Terbrugghen/Duet 1628.jpg,female-portraits,1
painting::Artists2/Hendrick Terbrugghen/The Concert 1627.jpg,female-portraits,1
painting::Artists2/Hendrick Terbrugghen/Unequal Couple.jpg,female-portraits,1
painting::Artists2/Bernardo Strozzi/The Three Parks.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Young Woman 1655.jpg,female-portraits,1
painting::Artists2/Frans Hals/Sara Wolphaerts.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of An Unknown Woman.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman 1.jpg,female-portraits,1
painting::Artists2/Frans Hals/Maritge Voogt Claesdr.jpg,female-portraits,1
painting::Artists2/Frans Hals/An Old Lady.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Seated Woman 1666.jpg,female-portraits,1
painting::Artists2/Frans Hals/The Regentesses Of The Old Men S Almhouse Haarlem Detail 1664.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Young Woman.jpg,female-portraits,1
painting::Artists2/Guido Reni/Portrait Of A Girl With Crown 1642.jpg,female-portraits,1
painting::Artists2/Guido Reni/Education Of The Virgin 1642.jpg,female-portraits,1
painting::Artists2/Guido Reni/Cleopatra.jpg,female-portraits,1
painting::Artists2/Guido Reni/Cleopatra 1640.jpg,female-portraits,1
painting::Artists2/Guido Reni/Death Of Cleopatra 1598.jpg,female-portraits,1
painting::Artists2/Guido Reni/Fortune 1637.jpg,female-portraits,1
painting::Artists2/Guido Reni/Sibylle 1636.jpg,female-portraits,1
painting::Artists2/Guido Reni/Girl With A Rose.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman 1652.jpg,female-portraits,1
painting::Artists2/Frans Hals/Isabella Coymans.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of Woman With Gloves.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Seated Woman Holding A Fan 1650.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Seated Woman 1650.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman 5.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman 1644.jpg,female-portraits,1
painting::Artists2/Frans Hals/Dorothea Berck 1644.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of An Unknown Woman 1643.jpg,female-portraits,1
painting::Artists2/Frans Hals/A Dutch Lady 1643.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman With A Fan 1640.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman 1640.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman 2.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of Mary Pietersdr Olycan.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman 1638.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Forty Year Old Woman With Folded Hands 1638.jpg,female-portraits,1
painting::Artists2/Frans Hals/Maria Pietersdochter Olycan 1638.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman Possibly Sara Wolphaerts Van Diemen.jpg,female-portraits,1
painting::Artists2/Guido Reni/Cleopatra 1.jpg,female-portraits,1
painting::Artists2/Guido Reni/Portrait Of Old Woman 1630.jpg,female-portraits,1
painting::Artists2/Guido Reni/Four Seasons 1620.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portait Of A Woman 1635.jpg,female-portraits,1
painting::Artists2/Frans Hals/Malle Babbe 1635.jpg,female-portraits,1
painting::Artists2/Frans Hals/Feyntje Van Steenkiste.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman 1633 1.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman 1633.jpg,female-portraits,1
painting::Artists2/Frans Hals/Cornelia Claesdr Vooght.jpg,female-portraits,1
painting::Artists2/Frans Hals/Fruit And Vegetable Seller 1630.jpg,female-portraits,1
painting::Artists2/Frans Hals/A Kitchen Interior With A Maid And A Lady Preparing Game 1630.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman Known As The Gipsy Girl 1629.jpg,female-portraits,1
painting::Artists2/Frans Hals/Anna Van Der Aar 1626.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of Aletta Hanemans 1625.jpg,female-portraits,1
painting::Artists2/Frans Hals/Young Man And Woman In An Inn Yonker Ramp And His Sweetheart 1623.jpg,female-portraits,1
painting::Artists2/Bernardo Strozzi/Christ And The Samaritan Woman.jpg,female-portraits,1
painting::Artists2/Bernardo Strozzi/Gamba Player.jpg,female-portraits,1
painting::Artists2/Bernardo Strozzi/Concert.jpg,female-portraits,1
painting::Artists2/Caravaggio/Portrait Of A Courtesan 1597 1.jpg,female-portraits,1
painting::Artists2/Frans Hals/Marriage Portrait Of Isaac Massa And Beatrix Van Der Laen.jpg,female-portraits,1
painting::Artists2/Frans Hals/Married Couple In A Garden Detail 1.jpg,female-portraits,1
painting::Artists2/Frans Hals/Married Couple In A Garden Detail.jpg,female-portraits,1
painting::Artists2/Frans Hals/Catharina Hooft With Her Nurse.jpg,female-portraits,1
painting::Artists2/Frans Hals/Catarina Both Van Der Eem.jpg,female-portraits,1
painting::Artists2/Frans Hals/Portrait Of A Woman 4.jpg,female-portraits,1
painting::Artists2/Bernardo Strozzi/Old Coquette.jpg,female-portraits,1
painting::Artists2/Bernardo Strozzi/The Cook 1620.jpg,female-portraits,1
painting::Artists2/Annibale Carracci/The Samaritan Woman At The Well.jpg,female-portraits,1
painting::Artists2/Annibale Carracci/Face A Woman Turned Towards The Right.jpg,female-portraits,1
painting::Artists2/Annibale Carracci/Angel Announcing The Resurrection Of Christ To The Three Marys 1609.jpg,female-portraits,1
painting::Artists2/Annibale Carracci/Virgin And Unicorn A Virgin With A Unicorn 1605.jpg,female-portraits,1
painting::Artists2/Annibale Carracci/Sheet Of Caricatures.jpg,female-portraits,1
painting::Artists2/Agostino Carracci/Portrait Of A Woman 1599.jpg,female-portraits,1
painting::Artists2/Agostino Carracci/Ann Parolini Guicciardini 1598.jpg,female-portraits,1
painting::Artists2/Agostino Carracci/Portrait Of Christine Of Lorraine Grand Duchess Of Tuscany 1589.jpg,female-portraits,1
painting::Artists2/Annibale Carracci/Holy Women At Christ S Tomb.jpg,female-portraits,1
painting::Artists2/Cornelis De Vos/Portrait Of A Girl At The Age Of 10.jpg,children portraits,1
painting::Artists2/Cornelis De Vos/Portrait Of An Eleven Year Old Girl With A Dog Dressed In Spanish Fashion.jpg,children portraits,1
painting::Artists2/Cornelis De Vos/Portrait Of The Artist S Daughter.jpg,children portraits,1
painting::Artists2/Ivan Nikitin/Portrait Of Elizaveta Petrovna As A Child 1713.jpg,children portraits,1
painting::Artists2/Adriaen Van De Velde/Portrait Of A Couple With Two Children And A Nursemaid In A Landscape Detail 1667.jpg,children portraits,1
painting::Artists2/Jan Siberechts/Pasture With Two Sleeping Shepherdesses.jpg,children portraits,1
painting::Artists2/Jan Siberechts/Pastoral Scene.jpg,children portraits,1
painting::Artists2/Jan Siberechts/Delousing Scene Detail Of A Painting By Jan Siberechts Farmyard 1662.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/Boy With A Dog.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/Two Peasant Boys And A Negro Boy 1660.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/The Little Fruit Seller 1675.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/Two Kids Are Fighting.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/The Good Shepherd Child.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/Portrait Of A Child.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/Game Dealers.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/Child Watching A Dog.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/Child Sitting.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/Two Peasant Boys 1670.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/A Girl And Her Duenna 1670.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/A Girl With Fruits 1660.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/The Young Beggar.jpg,children portraits,1
painting::Artists2/Bartolome Esteban Murillo/A Young Man With A Basket Of Fruit 1640.jpg,children portraits,1
painting::Artists2/Gerard Terborch/Helena Van Der Schalcke As A Child.jpg,children portraits,1
painting::Artists2/Adriaen Van Ostade/Portrait Of A Boy.jpg,children portraits,1
painting::Artists2/Gerrit Dou/The Night School 1665.jpg,children portraits,1
painting::Artists2/Gerrit Dou/Old Woman Cutting Bread.jpg,children portraits,1
painting::Artists2/Gerrit Dou/Girl Chopping Onions.jpg,children portraits,1
painting::Artists2/Gerrit Dou/The Teacher 1645.jpg,children portraits,1
painting::Artists2/Judith Leyster/Girl With A Straw Hat.jpg,children portraits,1
painting::Artists2/Gerrit Dou/Still Life With A Boy Blowing Soap Bubbles 1636.jpg,children portraits,1
painting::Artists2/Francisco De Zurbaran/Portrait Of A Boy The Duke Of Medinaceli.jpg,children portraits,1
painting::Artists2/Anthony Van Dyck/Portrait Of The Three Eldest Children Of Charles I.jpg,children portraits,1
painting::Artists2/Anthony Van Dyck/Portrait Of Charles Ii When Prince Of Wales.jpg,children portraits,1
painting::Artists2/Anthony Van Dyck/William Ii Prince Of Orange And Princess Henrietta Mary Stuart Daughter Of Charles I Of England 1641.jpg,children portraits,1
painting::Artists2/Anthony Van Dyck/The Five Eldest Children Of Charles I 1637.jpg,children portraits,1
painting::Artists2/Anthony Van Dyck/Thomas Howard 2Nd Earl Of Arundel And Surrey With His Grandson Lord Maltravers 1635.jpg,children portraits,1
painting::Artists2/Anthony Van Dyck/Portrait Of Philadelphia And Elisabeth Cary.jpg,children portraits,1
painting::Artists2/Anthony Van Dyck/George Villiers 2Nd Duke Of Buckingham And His Brother Lord Francis Villiers 1635.jpg,children portraits,1
painting::Artists2/Anthony Van Dyck/Prince Rupert Von Der Pfalz 1632.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Portrait Of The Infanta Margarita.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Portrait Of The Infanta Margarita 1660.jpg,children portraits,1
painting::Artists2/Diego Velazquez/The Infanta Maria Marguerita In Pink 1659.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Prince Philip Prosper Son Of Philip Iv 1659.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Portrait Of The Infanta Margarita Aged Five 1656.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Las Meninas Detail Of The Lower Half Depicting The Family Of Philip Iv Of Spain 1656.jpg,children portraits,1
painting::Artists2/Diego Velazquez/The Infanta Maria Theresa Daughter Of Philip Iv Of Spain 1654.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Portrait Of The Infanta Maria Marguerita 1654.jpg,children portraits,1
painting::Artists2/Diego Velazquez/The Infanta Margarita Teresa Of Spain In A Red Dress 1653.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Portrait Of The Infanta Maria Teresa Future Queen Marie Therese Of France 1653.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Young Peasant Girl 1650.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Infan Maria Teresa 1648.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Portrait Of A Little Girl.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Prince Balthasar Carlos.jpg,children portraits,1
painting::Artists2/Anthony Van Dyck/Portrait Of Filippo Cattaneo Son Of Marchesa Elena Grimaldi 1623.jpg,children portraits,1
painting::Artists2/Anthony Van Dyck/Portrait Of Clelia Cattaneo Daughter Of Marchesa Elena Grimaldi 1623.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Prince Baltasar Carlos With The Count Duke Of Olivares At The Royal Mews.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Prince Balthasar Carlos Dressed As A Hunter 1636.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Prince Balthasar Carlos On Horseback 1635.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Price Baltasar Carlos 1632.jpg,children portraits,1
painting::Artists2/Diego Velazquez/Don Baltasar Carlos With A Dwarf 1632.jpg,children portraits,1
painting::Artists2/Le Nain Brothers/Two Girls.jpg,children portraits,1
painting::Artists2/Nicolas Tournier/Montb Liard.jpg,children portraits,1
painting::Artists2/Jacob Jordaens/Portrait Of The Artist S Daughter Elizabeth 1640.jpg,children portraits,1
painting::Artists2/Jacob Jordaens/Portrait Of Magdalena De Cuyper 1636.jpg,children portraits,1
painting::Artists2/Jacob Jordaens/Portrait Of The Painter S Daughter Anna Catharina Oil On Canvas.jpg,children portraits,1
painting::Artists2/Jacob Jordaens/Study Of Little Child 1626.jpg,children portraits,1
painting::Artists2/Jacob Jordaens/Child S Head 1620.jpg,children portraits,1
painting::Artists2/Hendrick Terbrugghen/The Concert 1626.jpg,children portraits,1
painting::Artists2/Hendrick Terbrugghen/Singing Boy 1627.jpg,children portraits,1
painting::Artists2/Hendrick Terbrugghen/Boy Lighting A Pipe 1623.jpg,children portraits,1
painting::Artists2/Frans Hals/Three Childeren With A Goat Cart.jpg,children portraits,1
painting::Artists2/Frans Hals/Lesender Knabe.jpg,children portraits,1
painting::Artists2/Frans Hals/Boy Playing A Violin.jpg,children portraits,1
painting::Artists2/Frans Hals/Fisher Girl 1632.jpg,children portraits,1
painting::Artists2/Frans Hals/Fisher Boy 1632.jpg,children portraits,1
painting::Artists2/Frans Hals/Fisher Boy.jpg,children portraits,1
painting::Artists2/Frans Hals/A Boy With A Viol 1630.jpg,children portraits,1
painting::Artists2/Frans Hals/Young Man With A Skull.jpg,children portraits,1
painting::Artists2/Frans Hals/Drinking Boy Taste 1628.jpg,children portraits,1
painting::Artists2/Frans Hals/Boy Holding A Flute Hearing 1628.jpg,children portraits,1
painting::Artists2/Frans Hals/Two Laughing Boys With A Beer Mug.jpg,children portraits,1
painting::Artists2/Frans Hals/Two Boys Singing Detail.jpg,children portraits,1
painting::Artists2/Frans Hals/Two Boys Singing.jpg,children portraits,1
painting::Artists2/Frans Hals/Laughing Boy.jpg,children portraits,1
painting::Artists2/Frans Hals/Boy With A Lute.jpg,children portraits,1
painting::Artists2/Frans Hals/Singing Boy With A Flute 1623.jpg,children portraits,1
painting::Artists2/Bernardo Strozzi/Sleeping Child.jpg,children portraits,1
painting::Artists2/Frans Hals/The Rommel Pot Player 1.jpg,children portraits,1
painting::Artists2/Frans Hals/Group Of Children Detail.jpg,children portraits,1
painting::Artists2/Frans Hals/Catharina Hooft With Her Nurse.jpg,children portraits,1
painting::Artists2/Frans Hals/The Rommel Pot Player.jpg,children portraits,1
painting::Artists2/Annibale Carracci/Two Children Teasing A Cat 1590.jpg,children portraits,1
painting::Artists2/Cornelis De Vos/Portrait Of A Dutch Master.jpg,male-portraits,1
painting::Artists2/Eustache Le Sueur/Portrait Of A Young Man.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/Portrait Of Peter The Great.jpg,male-portraits,1
painting::Artists2/Alexey Zubov/Portrait Of I M Golovin 1720.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/Portrait Of Andrei Nartov.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/Portrait Of Young Man In A Green Coat.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/Boris Sheremetev.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/Portrait Of Baron S G Stroganoff 1726.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/Peter I On His Deathbed 1725 1.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/Peter I On His Deathbed 1725.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/Chancelor G I Golovkin.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/A Malorossian Hetman Probably Pavlo Polubotok 1720.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/Peter I 1717.jpg,male-portraits,1
painting::Artists2/Ivan Nikitin/Peter I.jpg,male-portraits,1
painting::Artists2/Aleksey Antropov/Portrait Of Prince M I Vorontsov.jpg,male-portraits,1
painting::Artists2/Aleksey Antropov/Portrait Of Brigadier Michael Dmitrievich Buturlin.jpg,male-portraits,1
painting::Artists2/Aleksey Antropov/Archbishop Sylvester Kuliabka.jpg,male-portraits,1
painting::Artists2/Aleksey Antropov/Self Portrait.jpg,male-portraits,1
painting::Artists2/Aleksey Antropov/Portrait Of Archbishop Gavriil Petrov.jpg,male-portraits,1
