node_id,node_type,label,degree
painting::Artists2/Georges Braque/The Studio 1939.jpg,painting,The Studio 1939,9
painting::Artists2/Georges Braque/The Painter And His Model 1939.jpg,painting,The Painter And His Model 1939,10
painting::Artists2/Georges Braque/Still Life Mandolin Ii.jpg,painting,Still Life Mandolin Ii,7
painting::Artists2/Georges Braque/A Red Pedestal 1939.jpg,painting,A Red Pedestal 1939,9
painting::Artists2/Georges Braque/The Pedestal 1938.jpg,painting,The Pedestal 1938,10
painting::Artists2/Georges Braque/Still Life With Music Scroll.jpg,painting,Still Life With Music Scroll,11
painting::Artists2/Georges Braque/Figure Double.jpg,painting,Figure Double,7
painting::Artists2/Georges Braque/The Purple Tablecloth 1936.jpg,painting,The Purple Tablecloth 1936,7
painting::Artists2/Georges Braque/Still Life With Grapes.jpg,painting,Still Life With Grapes,8
painting::Artists2/Georges Braque/The Yellow Napkin 1935.jpg,painting,The Yellow Napkin 1935,8
painting::Artists2/Georges Braque/Still Life With Guitar 1935.jpg,painting,Still Life With Guitar 1935,7
painting::Artists2/Georges Braque/Still Life With Red Tablecloth 1934.jpg,painting,Still Life With Red Tablecloth 1934,9
painting::Artists2/Georges Braque/The Pink Napkin 1933.jpg,painting,The Pink Napkin 1933,6
painting::Artists2/Georges Braque/Lying Nude The Bather Ix 1932.jpg,painting,Lying Nude The Bather Ix 1932,6
painting::Artists2/Georges Braque/Nude Reclining On The Pedestal 1931.jpg,painting,Nude Reclining On The Pedestal 1931,6
painting::Artists2/Georges Braque/The Gray Table 1930.jpg,painting,The Gray Table 1930,7
painting::Artists2/Georges Braque/The Bottle Of Marc 1930.jpg,painting,The Bottle Of Marc 1930,6
painting::Artists2/Georges Braque/The Three Boats 1929.jpg,painting,The Three Boats 1929,8
painting::Artists2/Georges Braque/The Round Table 1929.jpg,painting,The Round Table 1929,10
painting::Artists2/Georges Braque/Still Life With Le Jour 1929.jpg,painting,Still Life With Le Jour 1929,8
painting::Artists2/Georges Braque/Lemons 1929.jpg,painting,Lemons 1929,8
painting::Artists2/Georges Braque/Lemon Walnuts And Pot With Tobacco.jpg,painting,Lemon Walnuts And Pot With Tobacco,8
painting::Artists2/Georges Braque/Boats On The Seashore 1929.jpg,painting,Boats On The Seashore 1929,7
